key-for-ranking,Amt[PrecipHourly1],Temp[Temp],Visby[Visibility]
2010-12-17,0.0,-1.540624999999999,16069.75
2010-12-18,0.0,-0.09032258064516127,16072.0
2010-12-19,0.0,0.3625,16069.75
2010-12-20,0.0,-0.3718750000000001,16069.75
2010-12-21,0.0,0.6125000000000002,16069.75
2010-12-22,0.0,0.76875,16069.75
2010-12-23,0.0,0.7875,16069.75
2010-12-24,0.0,0.8031250000000001,16069.75
2010-12-25,0.0,-0.9,16069.75
2010-12-26,0.4085714285714286,-1.7425000000000004,9601.45
2010-12-27,1.1409090909090904,-5.009615384615387,3953.090909090909
2010-12-28,0.304,-1.80625,16069.75
2010-12-29,0.0,1.125,16069.75
2010-12-30,0.0,-0.821875,15441.90625
2010-12-31,0.0,1.5781249999999998,14488.0
2011-01-01,0.0,3.2424242424242418,11310.30303030303
2011-01-02,0.07941176470588236,5.775555555555553,6192.866666666668
2011-01-03,0.35666666666666663,1.3060606060606064,16070.454545454546
2011-01-04,0.0,0.5125,16069.75
2011-01-05,0.0,1.696875,16069.75
2011-01-06,0.0,-1.1875,16069.75
2011-01-07,0.113953488372093,-0.2979591836734693,9127.61224489796
2011-01-08,0.16428571428571428,-2.385294117647057,14935.14705882353
2011-01-09,0.0,-1.7277777777777772,14945.222222222224
2011-01-10,0.0,-1.5093749999999997,16069.75
2011-01-11,0.0,-2.1718749999999987,16069.75
2011-01-12,1.0317073170731708,-2.27391304347826,8341.91304347826
2011-01-13,0.4115384615384615,-3.1437499999999994,15856.40625
2011-01-14,0.0,-5.853124999999998,16069.75
2011-01-15,0.0,-2.528125,16069.75
2011-01-16,0.0,0.8687500000000002,16019.46875
2011-01-17,0.0,-3.8656249999999988,16069.75
2011-01-18,1.7687499999999998,0.3686274509803924,7124.470588235295
2011-01-19,1.3611111111111107,3.165116279069767,11728.953488372092
2011-01-20,0.08,1.5606060606060617,16070.454545454546
2011-01-21,0.7388888888888889,-0.9926829268292684,10642.707317073173
2011-01-22,0.37307692307692303,-6.834375000000001,16069.75
2011-01-23,0.0,-6.675,16069.75
2011-01-24,0.0,-10.390625,16069.75
2011-01-25,0.040540540540540536,-2.1243902439024387,13123.829268292684
2011-01-26,0.5065217391304349,-0.6714285714285716,6482.326530612245
2011-01-27,1.6738095238095232,0.3488888888888889,8841.755555555555
2011-01-28,0.3464285714285714,-1.277142857142857,13377.65714285714
2011-01-29,0.01818181818181818,-0.5767441860465113,11715.558139534884
2011-01-30,0.05172413793103448,-0.07812499999999993,14099.1875
2011-01-31,0.0,-2.53125,16069.75
2011-02-01,0.10784313725490197,-1.8574074074074072,7323.740740740741
2011-02-02,1.1704545454545452,0.1288461538461539,5136.365384615385
2011-02-03,0.8629629629629629,-0.18823529411764706,15622.176470588234
2011-02-04,0.0,-2.7375,16069.75
2011-02-05,0.30250000000000005,0.8617021276595744,8044.297872340426
2011-02-06,0.5939393939393939,4.336842105263157,13132.552631578948
2011-02-07,0.0,2.075,15479.96875
2011-02-08,0.5000000000000001,2.918181818181817,10200.065217391304
2011-02-09,0.12413793103448276,-5.33235294117647,15976.470588235294
2011-02-10,0.0,-2.23125,16069.75
2011-02-11,0.0,-2.9406250000000003,16069.75
2011-02-12,0.0,0.3656250000000001,16069.75
2011-02-13,0.0,1.1062499999999995,16069.75
2011-02-14,0.0,7.031250000000001,16069.75
2011-02-15,0.0,2.0874999999999995,16069.75
2011-02-16,0.0,0.02812500000000065,16069.75
2011-02-17,0.0,6.881249999999998,16069.75
2011-02-18,0.0,9.387499999999998,15398.4375
2011-02-19,0.5967741935483871,8.273529411764704,15881.794117647061
2011-02-20,0.0,-1.828125,16069.75
2011-02-21,0.364864864864865,0.4355555555555553,10411.666666666666
2011-02-22,0.21538461538461534,-3.921875,16069.75
2011-02-23,0.0,-0.8500000000000001,16069.75
2011-02-24,0.0,0.5906250000000002,16069.75
2011-02-25,2.1789473684210523,6.511627906976745,6677.39534883721
2011-02-26,1.9851851851851847,2.390909090909091,16070.454545454546
2011-02-27,0.0,5.799999999999999,16071.117647058823
2011-02-28,0.6444444444444446,7.011111111111112,11020.311111111108
2011-03-01,0.3965517241379311,5.549999999999998,16071.117647058823
2011-03-02,0.0,5.0875,16069.75
2011-03-03,0.0,-2.38125,16069.75
2011-03-04,0.0,-0.365625,16069.75
2011-03-05,0.0,6.741176470588236,16071.117647058823
2011-03-06,0.7297297297297297,8.429999999999998,9798.04
2011-03-07,2.4659090909090904,7.323913043478262,8999.565217391304
2011-03-08,0.07200000000000001,2.928125,16069.75
2011-03-09,0.0,2.4636363636363643,16070.454545454546
2011-03-10,0.035294117647058816,5.887179487179488,12782.0
2011-03-11,2.41025641025641,9.170833333333336,11615.0
2011-03-12,0.652,7.49375,16069.75
2011-03-13,0.0,8.075,16069.75
2011-03-14,0.0,5.7156249999999975,16069.75
2011-03-15,0.0,4.0027027027027025,16072.891891891892
2011-03-16,1.3805555555555555,6.5666666666666655,11846.266666666665
2011-03-17,0.9692307692307692,11.300000000000004,16072.0
2011-03-18,0.0,13.631250000000005,16069.75
2011-03-19,0.0,12.481249999999998,16069.75
2011-03-20,0.0,4.784374999999999,16069.75
2011-03-21,0.7054054054054054,5.102222222222221,8505.222222222223
2011-03-22,0.6148148148148148,8.26285714285714,13155.914285714285
2011-03-23,0.8519230769230768,2.58103448275862,7034.431034482759
2011-03-24,0.9152173913043476,1.8673469387755104,10424.204081632653
2011-03-25,0.07200000000000001,2.690625,16069.75
2011-03-26,0.0,0.915625,16069.75
2011-03-27,0.0,1.9812500000000004,16069.75
2011-03-28,0.0,2.34375,16069.75
2011-03-29,0.0,4.650000000000001,16069.75
2011-03-30,0.0,5.640624999999999,16069.75
2011-03-31,0.06000000000000001,5.058333333333334,15804.138888888889
2011-04-01,0.5534883720930234,3.5488372093023246,14000.279069767445
2011-04-02,0.29259259259259257,7.821875000000001,16069.75
2011-04-03,0.0,10.306249999999997,16069.75
2011-04-04,0.075,9.624999999999998,15969.1875
2011-04-05,0.2157894736842105,9.646666666666668,10385.222222222224
2011-04-06,0.14814814814814814,7.690625000000002,16069.75
2011-04-07,0.20666666666666664,7.127777777777776,15748.611111111111
2011-04-08,0.0,6.275,14570.722222222224
2011-04-09,0.0,6.8243243243243255,15351.243243243245
2011-04-10,0.0,7.937142857142856,16071.742857142857
2011-04-11,0.0,10.253061224489798,5163.408163265306
2011-04-12,0.14333333333333334,14.003030303030307,15261.333333333336
2011-04-13,2.397916666666666,9.782142857142857,7192.232142857143
2011-04-14,0.43333333333333335,12.755555555555556,13566.527777777776
2011-04-15,0.0,10.103030303030302,16070.454545454546
2011-04-16,0.11034482758620688,6.900000000000002,13921.216216216217
2011-04-17,3.6666666666666665,12.404878048780484,12153.756097560976
2011-04-18,0.04482758620689655,11.565625000000002,16069.75
2011-04-19,0.0,10.603125,15956.96875
2011-04-20,0.03870967741935484,9.945238095238096,9395.809523809525
2011-04-21,0.0,12.9,15053.21875
2011-04-22,0.0,7.396875000000002,16069.75
2011-04-23,1.7636363636363634,8.818000000000003,6136.92
2011-04-24,1.5964285714285715,14.89459459459459,10072.594594594597
2011-04-25,1.714705882352941,15.99655172413793,4865.137931034483
2011-04-26,0.0,14.864444444444445,7759.622222222221
2011-04-27,0.0,14.914285714285715,2119.339285714286
2011-04-28,0.2684210526315789,14.663636363636366,1111.6545454545455
2011-04-29,0.2774193548387097,16.655555555555555,14136.472222222224
2011-04-30,0.0,14.30625,16069.75
2011-05-01,0.0,13.10625,16069.75
2011-05-02,0.0,11.712499999999995,16069.75
2011-05-03,0.0,14.571875,16069.75
2011-05-04,1.2526315789473683,12.8936170212766,13527.787234042551
2011-05-05,1.1629629629629628,12.821875,16069.75
2011-05-06,0.0,13.881818181818181,16070.454545454546
2011-05-07,0.0,15.372727272727273,16070.454545454546
2011-05-08,0.0,16.91875,16069.75
2011-05-09,0.0,16.490625000000005,16072.65625
2011-05-10,0.0,16.67878787878788,16070.454545454546
2011-05-11,0.0,14.765625000000005,16069.75
2011-05-12,0.0,15.28125,16069.75
2011-05-13,0.0,13.67878787878788,16070.454545454546
2011-05-14,0.0,14.790625000000007,16069.75
2011-05-15,0.08421052631578947,16.471428571428568,9780.530612244898
2011-05-16,0.045454545454545456,15.980000000000004,5500.8
2011-05-17,1.954347826086956,14.340384615384616,8433.69230769231
2011-05-18,2.278378378378378,17.520000000000003,14014.55
2011-05-19,1.8088235294117647,17.8875,10866.410714285714
2011-05-20,0.08620689655172414,15.831372549019616,10190.313725490196
2011-05-21,0.16428571428571428,16.034883720930235,8830.976744186046
2011-05-22,0.08000000000000003,13.292500000000004,6775.375
2011-05-23,0.20322580645161287,14.55500000000001,13743.775
2011-05-24,0.12692307692307692,19.660000000000007,6264.2
2011-05-25,0.0,21.796875,16069.75
2011-05-26,0.0,19.020930232558147,8261.046511627907
2011-05-27,0.0,21.069696969696967,10440.575757575758
2011-05-28,0.0,20.583783783783783,13417.54054054054
2011-05-29,0.0,20.657894736842092,9294.578947368422
2011-05-30,1.4624999999999997,22.758974358974356,13877.564102564103
2011-05-31,0.4307692307692308,24.50666666666667,16074.4
2011-06-01,0.0,21.048979591836726,5366.673469387755
2011-06-02,0.0,24.81875,15285.625
2011-06-03,0.0,19.834374999999994,16069.75
2011-06-04,0.0,20.256249999999994,16069.75
2011-06-05,0.0,17.025000000000002,16072.333333333336
2011-06-06,0.0,20.193749999999994,16069.75
